#seq	MI(mean)	MI(std)
20	0.411151365204	0.147075333993
30	0.274375190824	0.113381140674
40	0.192084816681	0.0864469060363
50	0.147200970645	0.0684281837768
60	0.123320141684	0.0589683475727
70	0.100940223328	0.0473293582561
80	0.0883733705689	0.0416724707211
90	0.0772222060893	0.0367803041323
100	0.0696921558789	0.0326990607244
110	0.0628413049082	0.0301858244217
120	0.0564171315524	0.0269225974692
130	0.0519695975304	0.0256532124099
140	0.0469961108443	0.0224956661762
150	0.0455935440915	0.0211331397118
160	0.0420511671008	0.020416200144
170	0.0392775337677	0.0191603346587
180	0.0373549387233	0.0179893416807
190	0.0359823718697	0.0169306771778
200	0.0337882681921	0.0154617859455
210	0.0314311594398	0.0148909853988
220	0.0297477573473	0.0144966865057
230	0.0286874862348	0.0131580521413
240	0.0277853137637	0.0128124607962
250	0.026685475086	0.0129117481031
260	0.0252880022879	0.011861360999
270	0.0236790465218	0.0113236776582
280	0.0235036625986	0.0108877227112
290	0.0225312674628	0.0100935074212
300	0.0214376201919	0.0102239636322
310	0.0213623745142	0.00999315095642
320	0.0207463789053	0.00961003371562
330	0.0201150057777	0.00943666381676
340	0.0193305984783	0.00892887589754
350	0.0189959029896	0.00890159680703
360	0.0185704584306	0.00853268300886
370	0.0178275578179	0.0084950628741
380	0.0177021116479	0.00875233425753
390	0.0170695823932	0.00769993574936
400	0.0164683266135	0.00767221600616
410	0.0163066151836	0.0078427261382
420	0.0154735929988	0.00729596400247
430	0.0152219042397	0.00724536744612
440	0.014876347608	0.00672592561481
450	0.0146623026762	0.00700078617442
460	0.0139791006102	0.00678272637209
470	0.0140758997058	0.00684067908572
480	0.0134833551903	0.00648304341601
490	0.0134009436646	0.00652461784587
500	0.0130014686309	0.00599710646182
510	0.0127227792153	0.00609626137921
520	0.0126431766662	0.00586647258604
530	0.0125785778071	0.00594672574065
540	0.0120572915035	0.00563801180508
550	0.0119773565357	0.00559691844186
560	0.0116489356428	0.00529060626201
570	0.0114144936814	0.00533594893098
580	0.0112319266411	0.00536353768809
590	0.0110990470626	0.00510630023675
600	0.010809593911	0.00513240470346
610	0.0108986250656	0.00503152794131
620	0.0104474255789	0.00513456609518
630	0.0104674232897	0.00481174602445
640	0.00997582832971	0.00477382783531
650	0.0100497528665	0.00468611487768
660	0.00996891784847	0.00475807979079
670	0.00953176921135	0.00453999476769
680	0.0094994155845	0.00451544954104
690	0.00932213278065	0.00453099839438
700	0.00930754813293	0.00435104314353
710	0.00918611984362	0.00430535302236
720	0.0088520436055	0.00423987903432
730	0.00875599105816	0.00415090097669
740	0.00883960826488	0.00430452332547
750	0.0086104863871	0.00419795985792
760	0.00855909321286	0.00397523723947
770	0.00845375508506	0.00402243700745
780	0.00831095676495	0.00402207237673
790	0.00821741424923	0.00390596036827
800	0.00807239915034	0.00373884202635
810	0.00792924477679	0.00379943746284
820	0.00799482391411	0.00363156321959
830	0.00794657951678	0.00361321536497
840	0.00778083518295	0.00383266914678
850	0.00764284743292	0.00370195634889
860	0.00755090795107	0.00361551436387
870	0.00737913583705	0.00341409436529
880	0.007510013392	0.00356057408733
890	0.00733842131835	0.00345747137688
900	0.00720561747009	0.00334786382236
910	0.00708447924681	0.00336557171069
920	0.00717011872039	0.00336030351975
930	0.00695533442738	0.00322523884272
940	0.00685121314116	0.00325813754909
950	0.00699757185774	0.00332323660555
960	0.00671289456568	0.00303947646053
970	0.00669792088069	0.00312224314669
980	0.00657850867289	0.00311952891473
990	0.0064398711832	0.00293665603665
1000	0.00635766178199	0.00307009128382
1010	0.00651006090952	0.00309151568551
1020	0.0064125910392	0.00293591598878
1030	0.00638182579289	0.00297046125022
1040	0.00626439688258	0.00295857078164
1050	0.00644757538099	0.00301582434972
1060	0.00624241025754	0.00287881102995
1070	0.00608920154861	0.00280886747788
1080	0.00599645265317	0.0029221521019
1090	0.00595820804059	0.00283849997504
1100	0.0058750814612	0.00275062671054
1110	0.00584410629408	0.00276437786214
1120	0.00575611794276	0.00270189836268
1130	0.00566995373322	0.00271268050694
1140	0.00556759611282	0.00261518465874
1150	0.00561970013453	0.00278328374582
1160	0.00561034581269	0.00276005521666
1170	0.00556194962723	0.00260897649596
1180	0.00548909696031	0.00257271744313
1190	0.00534444415317	0.00252657081431
1200	0.0054168598688	0.00264842649149
1210	0.0052494920558	0.00249354542241
1220	0.00533237503886	0.00236859065604
1230	0.00522966230358	0.0024331214082
1240	0.00527384003712	0.00244292121978
1250	0.00513919302928	0.00236998627926
1260	0.00518042425372	0.00243472327668
1270	0.00514670838576	0.00239031133312
1280	0.00502487622789	0.00237071388898
1290	0.0051140334184	0.00235048107648
1300	0.00490721089836	0.00228065673536
1310	0.00498474807022	0.00231252498912
1320	0.00488372642916	0.00229774689029
1330	0.00486456263197	0.00229870365563
1340	0.00498220843995	0.00242490959712
1350	0.00470343402871	0.00227697874184
1360	0.00477461221982	0.00227030744802
1370	0.00477165080811	0.00228374792592
1380	0.00476309581287	0.00226145215211
1390	0.00465481804673	0.00209902995413
1400	0.00455363229595	0.00218524859658
1410	0.00454523278281	0.00211017311735
1420	0.00463351773335	0.00219728245614
1430	0.00456336563429	0.00220095033044
1440	0.00460581681394	0.00210095311244
1450	0.00452705302501	0.00221332360796
1460	0.00449449409246	0.00209550226154
1470	0.00435081478713	0.00201039201682
1480	0.00436061798359	0.00204021129923
1490	0.00442091060819	0.0021014850024
1500	0.00430858363848	0.00203689441395
1510	0.00431359155204	0.00205070374155
1520	0.00429212772283	0.0020398727659
1530	0.00417459709938	0.0019738862718
1540	0.00420044640307	0.00191365604939
1550	0.00422732488614	0.0019451514975
1560	0.00411520787522	0.00187293549063
1570	0.00422080687102	0.00199503934033
1580	0.00417113438674	0.00197722689014
1590	0.00410982872754	0.00194929110084
1600	0.00409360508095	0.00198678113767
1610	0.00404294185791	0.00190383140316
1620	0.00407490386288	0.00196212081172
1630	0.00395036252637	0.00181135693414
1640	0.00396503270323	0.00189514106808
1650	0.00398739776426	0.00192504352201
1660	0.00393661459518	0.00190657263949
1670	0.00399457347791	0.00191203035783
1680	0.0038583702283	0.00178627094872
1690	0.00382885629224	0.00178784235219
1700	0.00380961078118	0.00173157260059
1710	0.00383615289284	0.00180377672558
1720	0.00378265958738	0.0017852145301
1730	0.00382524518948	0.00183554894205
1740	0.00371999651165	0.00186547960368
1750	0.00377464732093	0.00180095449438
1760	0.00366970565078	0.00177300994626
1770	0.00372132295039	0.00169520170308
1780	0.00355882601236	0.00166706003759
1790	0.00360529490027	0.00170755661259
1800	0.00362355166433	0.00171699490379
1810	0.00352662557534	0.00166416239227
1820	0.00357831753127	0.00170399728484
1830	0.00347138620165	0.00163726834729
1840	0.00355495180741	0.00167905906978
1850	0.00355226837192	0.00162263727252
1860	0.00348364812467	0.00171358566425
1870	0.00358019013812	0.00170218563802
1880	0.00345771818808	0.00167644384262
1890	0.00356416693272	0.00165474126075
1900	0.00342662175605	0.00163962237264
1910	0.00347948973041	0.0016379326881
1920	0.00340702030173	0.00162793301966
1930	0.0034264379731	0.00165708409315
1940	0.00342228972156	0.00154817717184
1950	0.00331335284374	0.0015376915634
1960	0.00331183208774	0.00165453164166
1970	0.00328479359851	0.00153343835965
1980	0.00321268064255	0.0015727191234
1990	0.00327950957371	0.00160990686385
2000	0.00329794058752	0.00157768483361
2010	0.00315647879304	0.00152223071946
2020	0.00324648387743	0.00155140838447
2030	0.00322716483801	0.00154445867741
2040	0.00318978642949	0.0015618747919
2050	0.00320186959948	0.00155588034917
2060	0.0030965253968	0.00139238040053
2070	0.00311108780218	0.00141480417562
2080	0.00316009022072	0.00149597392253
2090	0.00317283233496	0.00149125168133
2100	0.0030094667218	0.001385437524
2110	0.00304442202377	0.00147294488638
2120	0.00309939268678	0.00149008482999
2130	0.0030505954961	0.00148636550312
2140	0.00306956254801	0.00145112394906
2150	0.00313221911098	0.00145172545996
2160	0.00303579661436	0.00147151941558
2170	0.00300385355768	0.00138956207115
2180	0.00299866886403	0.00144441296858
2190	0.00304289680369	0.00147305357268
2200	0.00291106903826	0.00136098906715
2210	0.00293879822735	0.00134033663386
2220	0.00292885682144	0.00137583547914
2230	0.00293417604621	0.00137498746786
2240	0.00289548152931	0.00134817923325
2250	0.00282545278979	0.00137812841845
2260	0.00282742409784	0.0013250241911
2270	0.00282803856094	0.00137336938503
2280	0.00284549066098	0.00136833446952
2290	0.00287835024161	0.00139945343429
2300	0.00279342341814	0.00128875759453
2310	0.00276557537905	0.00130683577848
2320	0.00277828085159	0.00131862263915
2330	0.00281587432198	0.00130091905532
2340	0.0027561246677	0.00124838047573
2350	0.00277227405075	0.00128894432522
2360	0.00273812262673	0.0013225928132
2370	0.00281840608411	0.00136575644401
2380	0.00268544690522	0.00126930214553
2390	0.00278107896536	0.00129510876416
2400	0.00271324822837	0.00127412993355
2410	0.00270415221379	0.00124069567293
2420	0.00267723703517	0.00124533302727
2430	0.00273942622295	0.0013196851948
2440	0.0026800463272	0.00123373011737
2450	0.00264301852079	0.00121351650153
2460	0.00271979212278	0.00123757962729
2470	0.00270412630636	0.00126806335962
2480	0.00267171396767	0.00124772880325
2490	0.00261956151497	0.00125861129513
2500	0.00263394176888	0.00125944173638
2510	0.00259347204848	0.00124623735328
2520	0.00259646915112	0.00127438922117
2530	0.00249484033196	0.00113459482293
2540	0.00263759893645	0.00124845703986
2550	0.00253771555763	0.00120847898818
2560	0.00259484216339	0.00124002553146
2570	0.00254502063315	0.0011846897587
2580	0.00251524115204	0.00116798820439
2590	0.00254578796993	0.00116614045245
2600	0.00250253435269	0.00116469242765
2610	0.00250206095979	0.0011165228679
2620	0.0024517753601	0.00113279258172
2630	0.00246219706299	0.0011270064406
2640	0.00248527361253	0.00118234066034
2650	0.00241032385169	0.00115515520776
2660	0.0024548921958	0.00115249463189
2670	0.00243200898595	0.00112501112394
2680	0.00243455392755	0.00117492309411
2690	0.00247252155642	0.00111855783935
2700	0.00240009450658	0.00114395590213
2710	0.00240861968171	0.00110841890574
2720	0.00239303940615	0.00115492703513
2730	0.00238678988147	0.00115655756309
2740	0.00237240525232	0.00115918175109
2750	0.00241736585865	0.00114841083162
2760	0.00232423502521	0.00109849903674
2770	0.00232000593044	0.0010998544979
2780	0.0023718569554	0.00112361835961
2790	0.00232492610556	0.00108447195624
2800	0.00230689769798	0.00106662748647
2810	0.00234283985241	0.00109502560754
2820	0.00231650592582	0.00108370778563
2830	0.00228434007941	0.00111835676081
2840	0.00229300248535	0.0010319133688
2850	0.00230751131002	0.00105363619784
2860	0.00230779506832	0.00109186296673
2870	0.00226901543345	0.00107389742802
2880	0.00219959144604	0.00104579210423
2890	0.00222990631667	0.00103817673253
2900	0.00219125636619	0.00101530726533
2910	0.00225228593367	0.0010596513901
2920	0.00224209409999	0.00104815894798
2930	0.00218291539195	0.00101438512257
2940	0.00221379654043	0.00105289883463
2950	0.00221662418217	0.00102610236367
