#seq	MI(mean)	MI(std)
2960	0.00212066186779	0.0010050583863
2970	0.00221709120113	0.00102161510917
2980	0.00219703632597	0.00103874782171
2990	0.00220991774865	0.00108447677568
3000	0.00215571276016	0.0010227353647
3010	0.00219386261768	0.0010176877772
3020	0.00219099901992	0.00106742852036
3030	0.00212162226282	0.00101771225938
3040	0.00216096117672	0.00103555657263
3050	0.00218214755028	0.00106452276859
3060	0.00213406226696	0.0010511306057
3070	0.00212371652446	0.000989502736905
3080	0.00211342523505	0.00103514478907
3090	0.00208891214064	0.000986096934498
3100	0.00211448347821	0.00103019382146
3110	0.00209318870131	0.00102614663031
3120	0.00204372502081	0.00092523916717
3130	0.00208103104063	0.000963551328762
3140	0.00206817498681	0.000995266579401
3150	0.00203706241493	0.000992725217507
3160	0.0020088989251	0.000948833850396
3170	0.00205780138699	0.000965052817839
3180	0.00206229857481	0.000984809956446
3190	0.00197048953806	0.000901555803109
3200	0.00204118173541	0.000963932034858
3210	0.00202854028724	0.000961648239418
3220	0.00200455338391	0.000944188127381
3230	0.00205404596977	0.000961706318679
3240	0.0020367515942	0.000970921814089
3250	0.00193457130103	0.000898022570567
3260	0.00199513084803	0.000960204424181
3270	0.00202947719197	0.00095644713298
3280	0.0019639430878	0.00091076027537
3290	0.00193695150502	0.000948630127077
3300	0.00197331018922	0.000915701732715
3310	0.00197392943474	0.000979772058671
3320	0.00189283724718	0.000900472659565
3330	0.00196808174332	0.000960388331361
3340	0.00193934983332	0.000914336134329
3350	0.00195319080219	0.000939682723575
3360	0.00192816129675	0.000902124552399
3370	0.00196231416011	0.000924272440251
3380	0.00189841257045	0.00088081231397
3390	0.00189743241752	0.000885565797714
3400	0.00193798934907	0.00091571242236
3410	0.00188077156713	0.000871297849104
3420	0.00189590225841	0.00085857274124
3430	0.00192320544185	0.000898114703958
3440	0.00193697145009	0.000921089950266
3450	0.00189556709499	0.000878854239215
3460	0.00188208854867	0.000882838367854
3470	0.00185354520935	0.000888013136653
3480	0.00184891579502	0.000877941288561
3490	0.00183789623263	0.000852270572847
3500	0.00185720814552	0.000880117819883
3510	0.00191980333263	0.000959586088621
3520	0.00189189443462	0.000880715563673
3530	0.00186866190504	0.000840852608884
3540	0.00185407718955	0.000876925519388
3550	0.00183339016115	0.000843822949282
3560	0.00183911627213	0.00082911434674
3570	0.00184353896757	0.000855307406337
3580	0.00184780803182	0.000865846957
3590	0.00183768499081	0.000857459193474
3600	0.00178150714299	0.000850792925583
3610	0.001766550245	0.00084445007686
3620	0.00175980062882	0.000825558246652
3630	0.00175722616623	0.000844509370829
3640	0.00179029261406	0.000868171931222
3650	0.00176020116701	0.000831636672936
3660	0.00174639101055	0.000814443016183
3670	0.00175278820711	0.000850340816575
3680	0.00177658576304	0.000839172527292
3690	0.00175300714444	0.000837585184897
3700	0.00175649847011	0.000861081620025
3710	0.00177014580067	0.000832424417861
3720	0.00178505594574	0.000839536051926
3730	0.00174198876798	0.000814263348313
3740	0.0017390113078	0.000852383799228
3750	0.00174398514497	0.000815746073308
3760	0.00174875859112	0.000809527426888
3770	0.00172439715841	0.000836638993259
3780	0.00171871405739	0.000844281293457
3790	0.00170994105716	0.000809717530441
3800	0.00169733199652	0.000798881921522
3810	0.0017205931107	0.000803612624878
3820	0.00171404673692	0.000838147192182
3830	0.00171312789058	0.00077172323833
3840	0.00168372314674	0.000775752358032
3850	0.00167004139142	0.000815457971874
3860	0.00166528716902	0.000811306441371
3870	0.0016825527367	0.00079987297933
3880	0.00170713294216	0.000794689135152
3890	0.00164621076669	0.000785813097058
3900	0.00163802706944	0.000781691666326
3910	0.00166997086584	0.000763481492758
3920	0.00166998520835	0.000808847661144
3930	0.0016113460625	0.000761141132284
3940	0.00162291672607	0.00078527557568
3950	0.00163020778258	0.000758983402737
3960	0.00163041445679	0.000772052103091
3970	0.0016515746421	0.00077924747219
3980	0.00164098191129	0.000798611512674
3990	0.00160458322968	0.00076655911627
4000	0.00165181733584	0.000762606636028
4010	0.00160477801544	0.000764055742683
4020	0.0016076692236	0.000765450842193
4030	0.00158940530255	0.000732295695867
4040	0.0015618519436	0.000723859364551
4050	0.00159175512891	0.000733241888465
4060	0.00157793929965	0.000731194418303
4070	0.00159205873454	0.000761617705518
4080	0.00157651906937	0.000740173841098
4090	0.00159821254913	0.000722315589324
4100	0.00160858770989	0.000748991695846
4110	0.00159384865513	0.000785814319355
4120	0.0015618925446	0.000727664914167
4130	0.00155757890101	0.000716423585901
4140	0.00158049255145	0.00076619128876
4150	0.0015947506385	0.000722100460616
4160	0.00155761311045	0.000725846477035
4170	0.00152603697739	0.000724492895725
4180	0.00156999694749	0.000746847607545
4190	0.00155195654896	0.000737685451259
4200	0.00156110835001	0.000732307827227
4210	0.00153063655244	0.000680483911367
4220	0.0015235929761	0.000706131733038
4230	0.0015203859466	0.000726409378142
4240	0.00154930156673	0.000757997884679
4250	0.00153703989683	0.000702165493425
4260	0.00152861993588	0.000728098737417
4270	0.00149719643997	0.000701256504635
4280	0.00151440292369	0.000702442330962
4290	0.00150424718082	0.000702252425257
4300	0.0015104080863	0.000707011624652
4310	0.00146081246414	0.000696165349624
4320	0.00148352838135	0.000673317947103
4330	0.00150810739548	0.000704360468378
4340	0.00150121030593	0.000733597871497
4350	0.00149280992491	0.000715888040885
4360	0.00146124981188	0.000715432043767
4370	0.00148899655218	0.000688353841163
4380	0.00146820647599	0.00070414114654
4390	0.00149288272119	0.000732749008647
4400	0.00145460296392	0.000679283128492
4410	0.00152180498334	0.000714783287109
4420	0.00149797589039	0.000735770175604
4430	0.00146722276137	0.000664082798854
4440	0.00146682276081	0.000691430318581
4450	0.00147181207349	0.000679309330538
4460	0.00144853803433	0.000674552408298
4470	0.00143492066268	0.00066558804906
4480	0.00141798981978	0.000654359143104
4490	0.00140279447291	0.000667094471746
4500	0.0014492010661	0.000674938420376
4510	0.001418737068	0.000676082305114
4520	0.00143711896507	0.000644199967054
4530	0.0014309778691	0.000674309157988
4540	0.00142595060434	0.000656502244149
4550	0.00142569584125	0.000659566301885
4560	0.0014076430352	0.000665557006784
4570	0.00142839175625	0.00068432844327
4580	0.00142435800754	0.000636374497435
4590	0.00140854619861	0.000656039306057
4600	0.00142502724844	0.000666416396573
4610	0.00140265191812	0.00063734514394
4620	0.00138272671644	0.000658394022445
4630	0.00141914091137	0.000663228638986
4640	0.00141183296563	0.000639462619926
4650	0.00141675508409	0.000670481740461
4660	0.00139384725151	0.000644478307128
4670	0.00140049402064	0.000665385655559
4680	0.00137744102106	0.000658791466047
4690	0.00138579995609	0.000626962686698
4700	0.00137000809085	0.000648439813181
4710	0.00140455923956	0.000664393340261
4720	0.00137453383821	0.000658307379503
4730	0.00138223107094	0.000657284316795
4740	0.0013753309445	0.000644796638816
4750	0.00137071518163	0.000648310906203
4760	0.0013488164667	0.000657812164889
4770	0.00137409425427	0.000635667864425
4780	0.00137467849923	0.000669035094222
4790	0.00133527654428	0.000636426884469
4800	0.00134634745581	0.000621976781095
4810	0.001390343053	0.000663114825322
4820	0.00134336617001	0.000600586973642
4830	0.00134666858658	0.000626299403231
4840	0.0013412731334	0.000597028335707
4850	0.00134844847099	0.000645949662715
4860	0.00134725106814	0.000643728203994
4870	0.00135261212002	0.000608788058262
4880	0.00133272684174	0.000621181697678
4890	0.00132566599859	0.000628994750056
4900	0.00132600768886	0.000605029870492
4910	0.00130678231878	0.000623061417721
4920	0.0013264574964	0.000612097750091
4930	0.0013449659992	0.000637804029538
4940	0.00130140678399	0.000600865692694
4950	0.00129207895845	0.000598328821382
4960	0.00130190643156	0.000607521933116
4970	0.00133381440944	0.000644731941537
4980	0.00130945566295	0.000602766565744
4990	0.00129217690695	0.000619866282045
5000	0.00130779250177	0.000605918359158
5010	0.0012848664543	0.000598514466743
5020	0.00132446253556	0.000630820096674
5030	0.00131142987369	0.000591205353682
5040	0.0013132274426	0.000617360896136
5050	0.00128433918137	0.000614555848729
5060	0.00129846476953	0.000610141109612
5070	0.00129896571332	0.000603402742584
5080	0.00127736331812	0.000602989215665
5090	0.00127714204366	0.000587270625471
5100	0.00128142793407	0.000596104577304
5110	0.00126384450872	0.000587773933959
5120	0.00126437736212	0.000606706461753
5130	0.00126247455306	0.00059745793999
5140	0.00127018569316	0.00059650999614
5150	0.00126479016705	0.00059700886109
5160	0.00126551876373	0.000574648804696
5170	0.00124459650003	0.000596008255396
5180	0.00128765053178	0.000619843511808
5190	0.00124989052166	0.00060700771285
5200	0.00121365124011	0.000547837745646
5210	0.00127353274577	0.000623103492789
5220	0.00125169923444	0.000588496247799
5230	0.0012387179135	0.000570996489504
5240	0.00127363056112	0.000593924703712
5250	0.0012081379581	0.000564010826303
5260	0.00124865329205	0.000625409519951
5270	0.00122096598155	0.000573483162784
5280	0.0012666063799	0.000608688678111
5290	0.00123113419107	0.000582316616656
5300	0.00124328605943	0.000577823074216
5310	0.00122599255702	0.000586027189791
5320	0.00118858257191	0.000555740634014
5330	0.00119241318253	0.000561173260538
5340	0.00121859369843	0.000576070066921
5350	0.00122774383381	0.00056501374227
5360	0.00122608404677	0.000575259064119
5370	0.00120039251386	0.000597114423768
5380	0.00120835541351	0.000582709225694
5390	0.00120877131745	0.00056550335782
5400	0.00118383439463	0.000561351286193
5410	0.00120561065654	0.000578333701351
5420	0.00118949782257	0.000576973171519
5430	0.00117651257053	0.000552255070125
5440	0.00118705156322	0.000545205433718
5450	0.00118011508668	0.000556766611714
5460	0.0011964394159	0.00057518032624
5470	0.00118493061443	0.000574914496881
5480	0.00118883163394	0.000551718361751
5490	0.0011634391476	0.000545040202038
5500	0.00119232788758	0.000554068787935
5510	0.00116736804133	0.000548183279283
5520	0.00117937042842	0.000558710831767
5530	0.00118670291184	0.000556285604338
5540	0.00118255284303	0.000561189909527
5550	0.00113928546396	0.000535539558511
5560	0.0011436978174	0.00054286833736
5570	0.00117278403683	0.000553473218438
5580	0.00115144328631	0.000545441843743
5590	0.00115169622503	0.00052782782575
5600	0.0011473873073	0.000541966035994
5610	0.00115212182418	0.00054964396956
5620	0.00115550329209	0.000531304534755
5630	0.00115088026014	0.000544687708852
5640	0.00115444994947	0.000511611826738
5650	0.00114988689121	0.000541482529259
5660	0.00114760944602	0.000530440065326
5670	0.00113878490607	0.00051900369082
5680	0.00116875399986	0.000535198983744
5690	0.00112897411819	0.000517301541037
5700	0.00116849882962	0.000548942681874
5710	0.0011442158583	0.0005469391111
5720	0.00114100708355	0.000545616245352
5730	0.00110717383445	0.000523560794314
5740	0.00111754822616	0.000516408482509
5750	0.00110930613636	0.000527249184958
5760	0.00114835571877	0.000547222137921
5770	0.00114103624527	0.000535231933397
5780	0.00112493648502	0.000529262078666
5790	0.00112590341513	0.000516551580651
5800	0.00111814126602	0.000516379551675
5810	0.00110091022588	0.00051798146474
5820	0.00114922824352	0.00052193771592
5830	0.00111366266846	0.000514428892018
5840	0.00109707729143	0.000538052706424
5850	0.00110595184151	0.000525234825227
5860	0.00112315328175	0.000523907247049
5870	0.00112206391396	0.000558808228093
5880	0.00111708169961	0.00053716231691
5890	0.00111545500595	0.000513993135865
5900	0.00109600963319	0.00053206827012
5910	0.00111567421415	0.000528250935221
5920	0.00108900188657	0.000497720705005
5930	0.00109436712727	0.000508899291391
5940	0.00109621726925	0.000503355738637
5950	0.00110327844842	0.00053242094428
5960	0.00109526568893	0.000509879430774
5970	0.00109945281685	0.000511969787839
5980	0.00107551174918	0.000496304801875
5990	0.00108056561636	0.00051467526835
6000	0.001078242713	0.000507377622433
6010	0.00108115056611	0.000505348553343
6020	0.00109700322503	0.000536551073987
6030	0.00107803202674	0.000505505112632
6040	0.0010711533132	0.000500058223401
6050	0.00106981607304	0.000482585817364
6060	0.00107517215377	0.000507975817703
6070	0.00104452053537	0.00049375439512
6080	0.00106249647484	0.000500302177166
6090	0.00104872178129	0.000494360932078
6100	0.00107354272557	0.000481872069557
6110	0.00106857523058	0.00050855112561
6120	0.00107574841008	0.000510219579487
6130	0.00106477518032	0.000488157641319
6140	0.00104713113684	0.000509978383711
6150	0.00105475584546	0.000491826226277
6160	0.00103954994912	0.000460804729746
6170	0.00103975174632	0.000486194198096
6180	0.00105491362733	0.00048525088889
6190	0.00104252202039	0.000508758082407
6200	0.00103021523008	0.000477295918572
6210	0.00107726360932	0.00050274900043
6220	0.00104541535828	0.000496107449941
6230	0.00105832256211	0.000479776534606
6240	0.00105318143747	0.000479561251963
6250	0.00101780780791	0.000475335935968
6260	0.00104423278293	0.000485543523008
6270	0.00101304247632	0.000471889504061
6280	0.00101493721383	0.000465568222607
6290	0.00103520726004	0.000496319711356
6300	0.00103451437501	0.000503732322995
6310	0.00099853136307	0.000477018843654
6320	0.00100845304563	0.000475339447172
6330	0.00102474824518	0.000493154173914
6340	0.00101738505588	0.000470727896581
6350	0.00101201655074	0.000483908684894
6360	0.00102194645548	0.000491756205937
6370	0.0010166729647	0.000488535777067
6380	0.00100473493304	0.000481953581144
6390	0.00102389493265	0.000483353260503
6400	0.00103615910822	0.000491138546105
6410	0.00100742098846	0.000492696153936
6420	0.00101384757078	0.000478164317251
6430	0.000989416575566	0.000463867612807
6440	0.00101571600901	0.000461649506045
6450	0.0010192530981	0.00045360059827
6460	0.000990342540124	0.000484847754178
6470	0.000988943722974	0.000458958742634
6480	0.00100228171585	0.000488210744558
6490	0.00103018841337	0.000501750371781
6500	0.00100447038271	0.00048083421751
6510	0.00100794387274	0.000460748207772
6520	0.000971271011027	0.000460523143669
6530	0.00100799084691	0.000477456217532
6540	0.000989195890348	0.000450117459079
6550	0.000978360446032	0.000463601590526
6560	0.000979681772823	0.000469642659817
6570	0.00100957615705	0.00046824329015
6580	0.00100279475259	0.000451267617141
6590	0.000976648535843	0.000448161907297
6600	0.000980436487475	0.000452124937912
6610	0.000992561071644	0.00048916162536
6620	0.00097316150761	0.000444556839745
6630	0.000992720785576	0.00046366692896
6640	0.000972997199615	0.000447681929401
6650	0.000975161779696	0.000459056106017
6660	0.000971976559347	0.000453980878834
6670	0.000964002863264	0.000451451961061
6680	0.000990000035015	0.00046082335728
6690	0.00099543071708	0.000473806470121
6700	0.000995833163203	0.000460752582324
6710	0.000964674910623	0.000489633174592
6720	0.000957519555006	0.000453243188236
6730	0.000961277057242	0.000443352708315
6740	0.000971549979375	0.000450034291635
6750	0.000968794133019	0.000460836369354
6760	0.00094813027501	0.000453630307465
6770	0.000956667505411	0.000445136943261
6780	0.000989189335511	0.000474361333075
6790	0.000956017245065	0.000462950083588
6800	0.000983134481796	0.000460221574815
6810	0.000949277308581	0.000435744728521
6820	0.000954686009841	0.000445044194818
6830	0.000960113723645	0.000455252435788
6840	0.000973900258827	0.000460168792604
6850	0.000938544781636	0.000457833332797
6860	0.000964075812561	0.000445327593188
6870	0.000956918590217	0.000450488072562
6880	0.000936345314367	0.000444252806001
6890	0.000964151828121	0.000454208506865
6900	0.000915203870678	0.000428900132166
6910	0.000932372489811	0.000459371373199
6920	0.000904710181095	0.000422988640583
6930	0.000919629205515	0.000439469915143
6940	0.000924456364684	0.000421864251582
6950	0.00096353985106	0.000457657079994
6960	0.000928731511228	0.000445994454327
6970	0.000950191669294	0.000435931851132
6980	0.000951666178197	0.000459591578879
6990	0.000899420805038	0.000417403011428
7000	0.000934601269686	0.000439876300096
7010	0.000942730750256	0.000446323151763
7020	0.00094359057443	0.000455859848531
7030	0.000938998625655	0.000444512323573
7040	0.000900045997739	0.000421940117885
7050	0.000918825770216	0.00041717830117
7060	0.000922021270833	0.000438976815397
7070	0.000907151467058	0.000432741154806
7080	0.000923818212081	0.000428229641998
7090	0.000939105228265	0.000444396224685
7100	0.00090084051213	0.000414919021624
7110	0.00091717099807	0.000421635263104
7120	0.000892966216475	0.00042652910941
7130	0.000896550406763	0.000410867239944
7140	0.000915127503638	0.000433799020379
7150	0.000925750610118	0.00043747825611
7160	0.000901930843069	0.000419744935831
7170	0.000918469063951	0.000442243942667
7180	0.000904452994296	0.000425208378152
7190	0.000893438664316	0.00043413045448
7200	0.000921673475451	0.000451173571727
7210	0.000919706687155	0.000435965026701
7220	0.000901595397551	0.000412648408169
7230	0.000896071949006	0.000424432294662
7240	0.000907105409921	0.00042674990036
7250	0.000900044442013	0.000409297486145
7260	0.000874359322601	0.000412113871925
7270	0.000881574364839	0.000399246050188
7280	0.00090518809849	0.0004319441618
7290	0.000859723562463	0.000410309413459
7300	0.000916855041763	0.000424157803246
7310	0.000888725697963	0.000417538314006
7320	0.000898710480676	0.000420301043983
7330	0.000909727900218	0.000447842808116
7340	0.000887424376753	0.000415079046719
7350	0.00090053241907	0.000422954623412
7360	0.000880034495987	0.000424400235492
7370	0.000884570256881	0.000416438478155
7380	0.000870827564497	0.000412817903924
7390	0.000866819055122	0.000414113915848
7400	0.000881955083541	0.000415132818395
7410	0.000873174667024	0.00042001005576
7420	0.000875279821092	0.000409928534271
